step,time,phase_name,simulation_time
694,3.474999999999948,Standing,6.100000000000001
695,3.479999999999948,Standing,6.080000000000001
696,3.484999999999948,Standing,6.0600000000000005
697,3.489999999999948,Standing,6.040000000000001
698,3.4949999999999477,Standing,6.020000000000001
699,3.4999999999999476,Standing,6.000000000000001
700,3.5049999999999475,Standing,5.98
701,3.5099999999999474,Standing,5.960000000000001
702,3.5149999999999473,Standing,5.940000000000001
703,3.519999999999947,Standing,5.920000000000001
704,3.524999999999947,Standing,5.9
705,3.529999999999947,Standing,5.880000000000001
706,3.534999999999947,Standing,5.860000000000001
707,3.5399999999999467,Standing,5.840000000000001
708,3.5449999999999466,Standing,5.82
709,3.5499999999999465,Standing,5.800000000000001
710,3.5549999999999464,Standing,5.780000000000001
711,3.5599999999999463,Standing,5.760000000000001
712,3.564999999999946,Standing,5.74
713,3.569999999999946,Standing,5.720000000000001
714,3.574999999999946,Standing,5.700000000000001
715,3.579999999999946,Standing,5.680000000000001
716,3.584999999999946,Standing,5.66
717,3.5899999999999457,Standing,5.640000000000001
718,3.5949999999999456,Standing,5.620000000000001
719,3.5999999999999455,Standing,5.6000000000000005
720,3.6049999999999454,Standing,5.58
721,3.6099999999999453,Standing,5.5600000000000005
722,3.614999999999945,Standing,5.540000000000001
723,3.619999999999945,Standing,5.5200000000000005
724,3.624999999999945,Standing,5.5
725,3.629999999999945,Standing,5.48
726,3.6349999999999447,Standing,5.460000000000001
727,3.6399999999999446,Standing,5.44
728,3.6449999999999445,Standing,5.42
729,3.6499999999999444,Standing,5.4
730,3.6549999999999443,Standing,5.380000000000001
731,3.659999999999944,Standing,5.36
732,3.664999999999944,Standing,5.34
733,3.669999999999944,Standing,5.32
734,3.674999999999944,Standing,5.300000000000001
735,3.6799999999999438,Standing,5.28
736,3.6849999999999437,Standing,5.26
737,3.6899999999999435,Standing,5.24
738,3.6949999999999434,Standing,5.220000000000001
739,3.6999999999999433,Standing,5.2
740,3.7049999999999432,Standing,5.18
741,3.709999999999943,Standing,5.16
742,3.714999999999943,Standing,5.140000000000001
743,3.719999999999943,Standing,5.12
744,3.724999999999943,Standing,5.1
745,3.7299999999999427,Standing,5.08
746,3.7349999999999426,Standing,5.0600000000000005
747,3.7399999999999425,Standing,5.04
748,3.7449999999999424,Standing,5.02
749,3.7499999999999423,Standing,5.0
750,3.754999999999942,Standing,4.98
751,3.759999999999942,Standing,4.96
752,3.764999999999942,Standing,4.9399999999999995
753,3.769999999999942,Standing,4.92
754,3.7749999999999417,Standing,4.9
755,3.7799999999999416,Standing,4.88
756,3.7849999999999415,Standing,4.859999999999999
757,3.7899999999999414,Standing,4.84
758,3.7949999999999413,Standing,4.82
759,3.799999999999941,Standing,4.8
760,3.804999999999941,Standing,4.779999999999999
761,3.809999999999941,Standing,4.76
762,3.814999999999941,Standing,4.74
763,3.8199999999999408,Standing,4.72
764,3.8249999999999407,Standing,4.699999999999999
765,3.8299999999999406,Standing,4.68
766,3.8349999999999405,Standing,4.66
767,3.8399999999999403,Standing,4.64
768,3.8449999999999402,Standing,4.619999999999999
769,3.84999999999994,Standing,4.6
770,3.85499999999994,Standing,4.58
771,3.85999999999994,Standing,4.56
772,3.86499999999994,Standing,4.539999999999999
773,3.8699999999999397,Standing,4.52
774,3.8749999999999396,Standing,4.5
775,3.8799999999999395,Standing,4.4799999999999995
776,3.8849999999999394,Standing,4.459999999999999
777,3.8899999999999393,Standing,4.4399999999999995
778,3.894999999999939,Standing,4.42
779,3.899999999999939,Standing,4.3999999999999995
780,3.904999999999939,Standing,4.379999999999999
781,3.909999999999939,Standing,4.359999999999999
782,3.9149999999999388,Standing,4.34
783,3.9199999999999386,Standing,4.319999999999999
784,3.9249999999999385,Standing,4.299999999999999
785,3.9299999999999384,Standing,4.279999999999999
786,3.9349999999999383,Standing,4.26
787,3.939999999999938,Standing,4.239999999999999
788,3.944999999999938,Standing,4.219999999999999
789,3.949999999999938,Standing,4.199999999999999
790,3.954999999999938,Standing,4.18
791,3.959999999999938,Standing,4.159999999999999
792,3.9649999999999377,Standing,4.139999999999999
793,3.9699999999999376,Standing,4.119999999999999
794,3.9749999999999375,Standing,4.1
795,3.9799999999999374,Standing,4.079999999999999
796,3.9849999999999373,Standing,4.059999999999999
797,3.989999999999937,Standing,4.039999999999999
798,3.994999999999937,Standing,4.02
799,3.999999999999937,Standing,3.999999999999999
800,4.004999999999937,Standing,3.979999999999999
801,4.009999999999937,Standing,3.959999999999999
802,4.014999999999937,Standing,3.939999999999999
803,4.0199999999999365,Standing,3.919999999999999
804,4.024999999999936,Standing,3.899999999999999
805,4.029999999999936,Standing,3.879999999999999
806,4.034999999999936,Standing,3.859999999999999
807,4.039999999999936,Standing,3.839999999999999
808,4.044999999999936,Standing,3.819999999999999
809,4.049999999999936,Standing,3.799999999999999
810,4.054999999999936,Standing,3.779999999999999
811,4.059999999999936,Standing,3.759999999999999
812,4.0649999999999356,Standing,3.740000000000001
813,4.0699999999999354,Standing,3.720000000000001
814,4.074999999999935,Standing,3.700000000000001
815,4.079999999999935,Standing,3.680000000000001
816,4.084999999999935,Standing,3.660000000000001
817,4.089999999999935,Standing,3.640000000000001
818,4.094999999999935,Standing,3.620000000000001
819,4.099999999999935,Standing,3.600000000000001
820,4.104999999999935,Standing,3.580000000000001
821,4.109999999999935,Standing,3.560000000000001
822,4.1149999999999345,Standing,3.540000000000001
823,4.119999999999934,Standing,3.520000000000001
824,4.124999999999934,Standing,3.500000000000001
825,4.129999999999934,Standing,3.480000000000001
826,4.134999999999934,Standing,3.460000000000001
827,4.139999999999934,Standing,3.440000000000001
828,4.144999999999934,Standing,3.420000000000001
829,4.149999999999934,Standing,3.400000000000001
830,4.154999999999934,Standing,3.380000000000001
831,4.1599999999999335,Standing,3.3600000000000008
832,4.164999999999933,Standing,3.3400000000000007
833,4.169999999999933,Standing,3.3200000000000007
834,4.174999999999933,Standing,3.3000000000000007
835,4.179999999999933,Standing,3.2800000000000007
836,4.184999999999933,Standing,3.2600000000000007
837,4.189999999999933,Standing,3.2400000000000007
838,4.194999999999933,Standing,3.2200000000000006
839,4.199999999999933,Standing,3.2000000000000006
840,4.204999999999933,Standing,3.1800000000000006
841,4.2099999999999325,Standing,3.1600000000000006
842,4.214999999999932,Standing,3.1400000000000006
843,4.219999999999932,Standing,3.1200000000000006
844,4.224999999999932,Standing,3.1000000000000005
845,4.229999999999932,Standing,3.0800000000000005
846,4.234999999999932,Standing,3.0600000000000005
847,4.239999999999932,Standing,3.0400000000000005
848,4.244999999999932,Standing,3.0200000000000005
849,4.249999999999932,Standing,3.0000000000000004
850,4.2549999999999315,Standing,2.9800000000000004
851,4.259999999999931,Standing,2.9600000000000004
852,4.264999999999931,Standing,2.9400000000000004
853,4.269999999999931,Standing,2.9200000000000004
854,4.274999999999931,Standing,2.9000000000000004
855,4.279999999999931,Standing,2.8800000000000003
856,4.284999999999931,Standing,2.8600000000000003
857,4.289999999999931,Standing,2.8400000000000003
858,4.294999999999931,Standing,2.8200000000000003
859,4.2999999999999305,Standing,2.8000000000000003
860,4.30499999999993,Standing,2.7800000000000002
861,4.30999999999993,Standing,2.7600000000000002
862,4.31499999999993,Standing,2.74
863,4.31999999999993,Standing,2.72
864,4.32499999999993,Standing,2.7
865,4.32999999999993,Standing,2.68
866,4.33499999999993,Standing,2.66
867,4.33999999999993,Standing,2.64
868,4.34499999999993,Standing,2.62
869,4.3499999999999295,Standing,2.6
870,4.354999999999929,Standing,2.58
871,4.359999999999929,Standing,2.56
872,4.364999999999929,Standing,2.54
873,4.369999999999929,Standing,2.52
874,4.374999999999929,Standing,2.5
875,4.379999999999929,Standing,2.48
876,4.384999999999929,Standing,2.46
877,4.389999999999929,Standing,2.44
878,4.3949999999999285,Standing,2.42
879,4.399999999999928,Standing,2.4
880,4.404999999999928,Standing,2.38
881,4.409999999999928,Standing,2.36
882,4.414999999999928,Standing,2.34
883,4.419999999999928,Standing,2.32
884,4.424999999999928,Standing,2.3
885,4.429999999999928,Standing,2.28
886,4.434999999999928,Standing,2.26
887,4.439999999999928,Standing,2.2399999999999998
888,4.4449999999999275,Standing,2.2199999999999998
889,4.449999999999927,Standing,2.1999999999999997
890,4.454999999999927,Standing,2.1799999999999997
891,4.459999999999927,Standing,2.1599999999999997
892,4.464999999999927,Standing,2.1399999999999997
893,4.469999999999927,Standing,2.1199999999999997
894,4.474999999999927,Standing,2.0999999999999996
895,4.479999999999927,Standing,2.0799999999999996
896,4.484999999999927,Standing,2.0599999999999996
897,4.4899999999999265,Standing,2.0399999999999996
898,4.494999999999926,Standing,2.0199999999999996
899,4.499999999999926,Standing,1.9999999999999996
900,4.504999999999926,Standing,1.9799999999999995
901,4.509999999999926,Standing,1.9599999999999995
902,4.514999999999926,Standing,1.9399999999999995
903,4.519999999999926,Standing,1.9199999999999995
904,4.524999999999926,Standing,1.8999999999999995
905,4.529999999999926,Standing,1.8799999999999994
906,4.5349999999999255,Standing,1.8599999999999994
907,4.539999999999925,Standing,1.8399999999999994
908,4.544999999999925,Standing,1.8199999999999994
909,4.549999999999925,Standing,1.7999999999999994
910,4.554999999999925,Standing,1.7799999999999994
911,4.559999999999925,Standing,1.7599999999999993
912,4.564999999999925,Standing,1.7399999999999993
913,4.569999999999925,Standing,1.7199999999999993
914,4.574999999999925,Standing,1.6999999999999993
915,4.579999999999925,Standing,1.6799999999999993
916,4.5849999999999245,Standing,1.6599999999999993
917,4.589999999999924,Standing,1.6399999999999992
918,4.594999999999924,Standing,1.6199999999999992
919,4.599999999999924,Standing,1.5999999999999992
920,4.604999999999924,Standing,1.5799999999999992
921,4.609999999999924,Standing,1.5599999999999992
922,4.614999999999924,Standing,1.5399999999999991
923,4.619999999999924,Standing,1.5199999999999991
924,4.624999999999924,Standing,1.4999999999999991
925,4.6299999999999235,Standing,1.479999999999999
926,4.634999999999923,Standing,1.459999999999999
927,4.639999999999923,Standing,1.439999999999999
928,4.644999999999923,Standing,1.419999999999999
929,4.649999999999923,Standing,1.399999999999999
930,4.654999999999923,Standing,1.379999999999999
931,4.659999999999923,Standing,1.359999999999999
932,4.664999999999923,Standing,1.339999999999999
933,4.669999999999923,Standing,1.319999999999999
934,4.6749999999999226,Standing,1.299999999999999
935,4.6799999999999224,Standing,1.279999999999999
936,4.684999999999922,Standing,1.259999999999999
937,4.689999999999922,Standing,1.240000000000001
938,4.694999999999922,Standing,1.220000000000001
939,4.699999999999922,Standing,1.200000000000001
940,4.704999999999922,Standing,1.180000000000001
941,4.709999999999922,Standing,1.160000000000001
942,4.714999999999922,Standing,1.140000000000001
943,4.719999999999922,Standing,1.120000000000001
944,4.7249999999999215,Standing,1.100000000000001
945,4.729999999999921,Standing,1.080000000000001
946,4.734999999999921,Standing,1.060000000000001
947,4.739999999999921,Standing,1.040000000000001
948,4.744999999999921,Standing,1.020000000000001
949,4.749999999999921,Standing,1.0000000000000009
950,4.754999999999921,Standing,0.9800000000000009
951,4.759999999999921,Standing,0.9600000000000009
952,4.764999999999921,Standing,0.9400000000000008
953,4.7699999999999205,Standing,0.9200000000000008
954,4.77499999999992,Standing,0.9000000000000008
955,4.77999999999992,Standing,0.8800000000000008
956,4.78499999999992,Standing,0.8600000000000008
957,4.78999999999992,Standing,0.8400000000000007
958,4.79499999999992,Standing,0.8200000000000007
959,4.79999999999992,Standing,0.8000000000000007
960,4.80499999999992,Standing,0.7800000000000007
961,4.80999999999992,Standing,0.7600000000000007
962,4.81499999999992,Standing,0.7400000000000007
963,4.8199999999999195,Standing,0.7200000000000006
964,4.824999999999919,Standing,0.7000000000000006
965,4.829999999999919,Standing,0.6800000000000006
966,4.834999999999919,Standing,0.6600000000000006
967,4.839999999999919,Standing,0.6400000000000006
968,4.844999999999919,Standing,0.6200000000000006
969,4.849999999999919,Standing,0.6000000000000005
970,4.854999999999919,Standing,0.5800000000000005
971,4.859999999999919,Standing,0.5600000000000005
972,4.8649999999999185,Standing,0.5400000000000005
973,4.869999999999918,Standing,0.5200000000000005
974,4.874999999999918,Standing,0.5000000000000004
975,4.879999999999918,Standing,0.4800000000000004
976,4.884999999999918,Standing,0.4600000000000004
977,4.889999999999918,Standing,0.4400000000000004
978,4.894999999999918,Standing,0.4200000000000004
979,4.899999999999918,Standing,0.40000000000000036
980,4.904999999999918,Standing,0.38000000000000034
981,4.9099999999999175,Standing,0.3600000000000003
982,4.914999999999917,Standing,0.3400000000000003
983,4.919999999999917,Standing,0.3200000000000003
984,4.924999999999917,Standing,0.30000000000000027
985,4.929999999999917,Standing,0.28000000000000025
986,4.934999999999917,Standing,0.26000000000000023
987,4.939999999999917,Standing,0.2400000000000002
988,4.944999999999917,Standing,0.2200000000000002
989,4.949999999999917,Standing,0.20000000000000018
990,4.954999999999917,Standing,0.18000000000000016
991,4.9599999999999165,Standing,0.16000000000000014
992,4.964999999999916,Standing,0.14000000000000012
993,4.969999999999916,Standing,0.1200000000000001
994,4.974999999999916,Standing,0.10000000000000009
995,4.979999999999916,Standing,0.08000000000000007
996,4.984999999999916,Standing,0.06000000000000005
997,4.989999999999916,Standing,0.040000000000000036
998,4.994999999999916,Standing,0.020000000000000018
999,4.999999999999916,Standing,0.0
