step,time,phase_name,qpos_pelvis_tx,qpos_pelvis_ty,qpos_pelvis_tilt,qpos_hip_flexion_r,qpos_knee_r_translation1,qpos_knee_r_translation2,qpos_knee_angle_r,qpos_ankle_angle_r,qpos_rect_fem_r_rect_fem_r-P3_x,qpos_rect_fem_r_rect_fem_r-P3_y,qpos_vasti_r_vas_int_r-P4_x,qpos_vasti_r_vas_int_r-P4_y,qpos_vasti_r_vas_int_r-P3_y,qpos_vasti_r_vas_int_r-P3_z,qpos_gastroc_r_med_gas_r-P2_x,qpos_gastroc_r_med_gas_r-P2_y,qpos_gastroc_r_med_gas_r-P2_z,qpos_hip_flexion_l,qpos_knee_l_translation1,qpos_knee_l_translation2,qpos_knee_angle_l,qpos_ankle_angle_l,qpos_rect_fem_l_rect_fem_l-P3_x,qpos_rect_fem_l_rect_fem_l-P3_y,qpos_vasti_l_vas_int_l-P4_x,qpos_vasti_l_vas_int_l-P4_y,qpos_vasti_l_vas_int_l-P3_y,qpos_vasti_l_vas_int_l-P3_z,qpos_gastroc_l_med_gas_l-P2_x,qpos_gastroc_l_med_gas_l-P2_y,qpos_gastroc_l_med_gas_l-P2_z,qpos_iliopsoas_r_psoas_r-P3_x,qpos_iliopsoas_r_psoas_r-P3_y,qpos_iliopsoas_r_psoas_r-P3_z,qpos_iliopsoas_l_psoas_l-P3_x,qpos_iliopsoas_l_psoas_l-P3_y,qpos_iliopsoas_l_psoas_l-P3_z,qvel_dof_0,qvel_dof_1,qvel_dof_2,qvel_dof_3,qvel_dof_4,qvel_dof_5,qvel_dof_6,qvel_dof_7,qvel_dof_8,qvel_dof_9,qvel_dof_10,qvel_dof_11,qvel_dof_12,qvel_dof_13,qvel_dof_14,qvel_dof_15,qvel_dof_16,qvel_dof_17,qvel_dof_18,qvel_dof_19,qvel_dof_20,qvel_dof_21,qvel_dof_22,qvel_dof_23,qvel_dof_24,qvel_dof_25,qvel_dof_26,qvel_dof_27,qvel_dof_28,qvel_dof_29,qvel_dof_30,qvel_dof_31,qvel_dof_32,qvel_dof_33,qvel_dof_34,qvel_dof_35,qvel_dof_36,com_x,com_y,com_z,cop_x,cop_y,cop_z,grf_x,grf_y,grf_z
0,0.005,Standing,-0.0043389024538703115,0.9486327356667364,-0.01173067155227659,0.04256442870171986,-0.003394931411220989,-0.3958572822937525,-0.05295608714439742,0.027985674204413946,0.060541531133206865,0.020637632899274488,0.05442349523198071,0.02501433890648313,-0.2275313581879033,0.026240879204103635,-0.02884742051133235,-0.4013104210109779,-0.025571087915385773,0.051426865422551364,-0.0033166763965421634,-0.39591418370013026,-0.07214617842596101,0.03975555393576338,0.059864691756138094,0.020818493843689556,0.0536855434183873,0.025104683366856912,-0.22902660266675762,-0.02606394624223401,-0.028744454908050478,-0.4012402127245907,0.02555339462924799,-0.010073394122063156,-0.042219297360513434,-0.040384508349413734,0.052989723453629706,-0.04104406815243209,-0.08052254933380827,-0.8677804907740623,-0.27345286665271157,-2.346134310455318,8.512885740343972,0.048813717755802205,-0.031456458750499364,-10.591217428879483,5.597134840882789,-0.4096937733586289,0.06352657985489721,-0.4093009536038585,0.05086778129662548,-0.826271637580662,-0.09782415917927338,0.06051589773352958,0.03791579780442223,0.009782416922845408,10.285373084510272,0.06446472069156726,-0.04283674002605618,-14.4292356851922,7.951110787152676,-0.5450616487723826,0.0996987687379108,-0.5568913163225406,0.06893667337138233,-1.1253205333515253,0.1332107515531974,0.08110901838990457,0.051957455081860185,-0.01332107415040168,-2.014678824412631,-2.6838594721026867,8.023098330117254,-5.722055309274059,-2.448813630486418,-0.004509866761654548,-0.09570044520114983,-0.00019313370727725945,0.9717573621916887,nan,nan,nan,nan,nan,nan
1,0.01,Standing,-0.011322772766358445,0.9462670267550607,-0.030298483466288488,0.11344458643111585,-0.0029437268910729136,-0.3960925544330345,-0.15131200872639372,0.14557192927347037,0.05682952425404991,0.021288150233611094,0.05060843785841677,0.025426681226341383,-0.2354371613547856,0.025305335899392854,-0.028311137998437687,-0.40094209747275517,-0.02547753357739807,0.13445723870580392,-0.002524898322774082,-0.3963705683241339,-0.1854233292875549,-0.04839012965865622,0.055397430747931006,0.021806557760504684,0.04905689234603063,0.02577044745129691,-0.23808222481457567,-0.024992409321625098,-0.026902755567388994,-0.4015043491198761,0.02500687290406754,-0.022297880378355183,-0.05877095839109701,0.009699876122994243,0.017582167109007077,-0.056069163606992406,-0.08049785189255386,-1.3967740624976268,-0.4731417823351417,-3.7135623828023796,14.1760315458792,0.09024090402961506,-0.047054427856396255,-19.671184316399263,23.517251013811286,-0.7424013758313899,0.1301034668673211,-0.7630114747127885,0.08246846397165075,-1.5811606333764576,-0.18710866094215606,0.10725650257893235,0.07366470764454511,0.018710867597540724,16.606074656650513,0.15835561475361631,-0.09127692480073317,-22.655430172318777,-17.62913671888392,-0.8934522016414181,0.19761278336302562,-0.9257302144713327,0.13315281688799976,-1.8111244295636095,0.21430738412178285,0.368339868132297,-0.05282727905707524,-0.10930434503609034,-2.4448972512584053,-3.3103322061167146,10.016876894481594,-7.081511268924526,-3.0050190909120635,0.004939488250882378,-0.09569319194937176,-0.00019424351964673062,0.9715787480999272,nan,nan,nan,nan,nan,nan
2,0.015,Standing,-0.01900713958891347,0.9430691933252018,-0.050594582454640324,0.19230889177146865,-0.002256785512484363,-0.3964885832945189,-0.26473576154239264,0.2579612979109943,0.052542941583751473,0.02214687721177408,0.04613011206285702,0.025924882359394576,-0.24480287708094545,0.024197552668359972,-0.02772366625070461,-0.40050037010219197,-0.025366755245823554,0.2262769960593611,-0.0017445133040987445,-0.3969104948101102,-0.3079058666138222,-0.06217744411523023,0.050796733205159345,0.02277025252297055,0.04422521731498812,0.026316973230193625,-0.24825212052498358,-0.023789577390393918,-0.02566053973279655,-0.40136462559560665,0.024668675996971225,-0.03154491502855387,-0.0717700260659629,0.05035211962701234,-0.010505976933840033,-0.06772978076111862,-0.08038750117260851,-1.5368733645110046,-0.6395666859717796,-4.059219797670368,15.772861068070563,0.13738827571771012,-0.07920577229689027,-22.684750563199778,22.477873727504782,-0.8573165340596882,0.1717453956325972,-0.8956651591119501,0.0996402266106387,-1.873143145231969,-0.2215566462065761,0.11749434954661533,0.0883454741126367,0.022155666314903576,18.363951470711438,0.15607700373506747,-0.10798529719525257,-24.49650746525346,-2.7574628913148036,-0.9201395085543325,0.19273895249317288,-0.9663350062085023,0.10930515577934291,-2.0339791420815803,0.24056638624623614,0.24844316691848917,0.027944704853893595,-0.06763938141926287,-1.8494069300397369,-2.59981353497318,8.130448700803619,-5.617628808569422,-2.332123430825241,0.022070143989070166,-0.09569473103198893,-0.00019560049956492747,0.9712799101602266,nan,nan,nan,nan,nan,nan
3,0.02,Standing,-0.024747642677166126,0.9400575769468348,-0.0659475953526019,0.25038975108485934,-0.0016393845827661314,-0.39681806197653113,-0.34990825540784026,0.34559445489781293,0.04920318781918941,0.02286678676226646,0.04191070997331263,0.028087076260967014,-0.2521778669434873,0.023244613753710303,-0.02732196373741656,-0.400146044317861,-0.025279337901236515,0.2922124612162123,-0.0011723134967465791,-0.39724275824274075,-0.3907806153468012,-0.05615569896818075,0.04756813993899402,0.02345052748675111,0.03937874419834297,0.029900075400564073,-0.2555507736663819,-0.02277875310551768,-0.024921930703460438,-0.4012140182978345,0.02441675042012655,-0.036552112685755554,-0.0794744259230043,0.07514951090023098,-0.02720282273646784,-0.07483214849530688,-0.0803601135703891,-1.148100617650531,-0.6023232756733918,-3.0706025795923155,11.616171862678142,0.12348018594364632,-0.06589573640244784,-17.034498773089524,17.52663139736373,-0.667950752912412,0.1439819100984759,-0.8438804179088784,0.43243878031448724,-1.4749979725083737,-0.19058778292993356,0.08034050265760992,0.07086515686619488,0.017483468917407416,13.187093031370242,0.11443996147043309,-0.06645268652610939,-16.574949746595806,1.2043490294098977,-0.6457186532330653,0.13605499275611221,-0.9692946233290312,0.7166204340740894,-1.459730628279663,0.20216485697524744,0.147721805867222,0.030121459554437895,-0.05038511536893528,-1.001439531440337,-1.5408799714082781,4.959478254643729,-3.339369160525561,-1.420473546837653,0.005477520443884224,-0.09562959074251641,-0.0001966730618844618,0.9708655207722704,nan,nan,nan,nan,nan,nan
4,0.025,Standing,-0.028802465616581945,0.937508025395217,-0.07681403812218221,0.2861306260707719,-0.0010671892148625705,-0.39710972350079005,-0.39598437117234664,0.18855451891634978,0.04699187938420365,0.023510387157789088,0.03793932007774506,0.031992887642331526,-0.25645276315946414,0.022579396687001766,-0.026734590125921467,-0.40024352729361784,-0.024978549964977385,0.3417562940354547,-0.0007404029104905204,-0.3975188183133031,-0.45726440665819357,0.041717521963417284,0.045214150536355274,0.023896242933064,0.03558905470962277,0.03271926267831465,-0.261595828706915,-0.02194253482427943,-0.02445089391517805,-0.4010292027815883,0.024179245639879703,-0.03886321691522563,-0.08374721613143724,0.08918985629815974,-0.036482287125566296,-0.07899513843476283,-0.08039701334521478,-0.810964587883164,-0.5099103103235385,-2.1732885539160627,7.148174997182509,0.11443907358071215,-0.05833230485178373,-9.215223152901274,-31.40798719629263,-0.4422616869971533,0.1287200791045261,-0.7942779791135138,0.7811622762729028,-0.8549792431953616,-0.13304341334170727,0.11747472229901856,-0.019496595151364607,0.06015758725182618,9.90876656384848,0.08638211725121175,-0.05521201411246759,-13.296758262278471,19.574644186319606,-0.47079788052774807,0.08914308926257802,-0.7579378977440392,0.5638374555501162,-1.2090110081066148,0.16724365624764992,0.09420735765647777,0.036963103249229946,-0.047500956049369415,-0.4622208458940148,-0.8545580416865887,2.8080690795857537,-1.8558928778196915,-0.8325979878911884,-0.00737995496513791,-0.0956495334880502,-0.00019724835902516408,0.9702342518631588,nan,nan,nan,nan,nan,nan
5,0.030000000000000002,Standing,-0.03175332168098484,0.9350640088281343,-0.08449648107813673,0.31352764889161844,-0.0006922458607084753,-0.3972958051155878,-0.4403628374216665,0.15669094076307755,0.045354374827472815,0.023863722853815786,0.03541577384000146,0.03380876391884039,-0.2605448647793275,0.022020342237494852,-0.026348503755680847,-0.40019612391524806,-0.024806095222884465,0.3794940210238753,-0.00029498780349093576,-0.39782759972407,-0.5069611820928629,0.08970743400911615,0.04347143183225476,0.024271151930335962,0.03247784639064805,0.035107659172424685,-0.2662069343235499,-0.021292493271609956,-0.024172262050934406,-0.4008569300972873,0.023838664053913446,-0.039569038342782456,-0.08592865480023733,0.09620012822285859,-0.04114726635468325,-0.08130181712182905,-0.0804663764293985,-0.5901712128805782,-0.48880331341654315,-1.5364885911909054,5.479404564169314,0.07498867083081905,-0.03721632295955454,-8.875693249863964,-6.372715630654447,-0.3275009113461665,0.07066713920533985,-0.504709247548719,0.36317525530177336,-0.8184203239726652,-0.11181088990138276,0.07721727404812392,0.00948067567395134,0.03449094841858383,7.547545397684122,0.08908302139991692,-0.06175628215338483,-9.93935508693386,9.597982409139775,-0.3485437408201024,0.07498179945439293,-0.622241663794944,0.47767929882200605,-0.9222211233269813,0.13000831053389467,0.05572637284872847,0.03445453686021158,-0.06811631719325155,-0.14116428551136512,-0.43628773376001845,1.4020543849397675,-0.9329958458233912,-0.4613357374132443,-0.01387261683674473,-0.09568817340731502,-0.00019746368115525366,0.9693007761941039,nan,nan,nan,nan,nan,nan
6,0.035,Standing,-0.0336304936836178,0.9328857163525733,-0.08910664699159787,0.3296051888045966,-0.0004202922027547206,-0.39742543879391873,-0.4738827881244309,0.15987133255349897,0.04422259353543049,0.024055172115863197,0.03338701494827932,0.0353580589224793,-0.26370073605773847,0.021576746412403796,-0.026078362017536896,-0.4001458568526523,-0.024672152589922197,0.40709682287641175,9.860660316967127e-05,-0.39812608309633113,-0.5418136126164397,0.09018569482350214,0.04226834215696993,0.02455650089110927,0.030252786724668655,0.036677945156822704,-0.26951975158702834,-0.020830294086207065,-0.024127908092380607,-0.4006480020350822,0.023528254216465455,-0.03935652529342725,-0.08685899628611284,0.09875691610124152,-0.0429620320434939,-0.08247536358649385,-0.08055862483784475,-0.37543440052659127,-0.4356584951121982,-0.9220331826922268,3.215507982595633,0.05439073159075093,-0.02592673566618269,-6.703990140552881,0.6360783580842844,-0.22635625840846513,0.038289852409482523,-0.4057517783444281,0.3098590007277811,-0.6311742556821942,-0.08871916501821137,0.05402834762879033,0.010053412519155149,0.02678852659245324,5.52056037050729,0.0787188813321214,-0.059696674452222584,-6.970486104715366,0.09565216287719736,-0.2406179350569669,0.05706979215466214,-0.4450119331958799,0.31405719687960365,-0.6625634526956821,0.09243983708057807,0.00887079171075953,0.041785612441014336,-0.06208196748959843,0.04250260987104151,-0.18606829717510137,0.5113575756765851,-0.36295313776212934,-0.23470929293296092,-0.01844968168925042,-0.09574809402679713,-0.0001974407472602314,0.9682284254359618,nan,nan,nan,nan,nan,nan
7,0.04,Standing,-0.03450171552139443,0.9309073893141676,-0.09085699271889984,0.3363139055268025,-0.00018187161680517468,-0.39758202362461476,-0.4985811853675956,0.1360756464044973,0.04338879829980522,0.024154847820859925,0.03188308103246013,0.036409234279914486,-0.26604646366848733,0.021249445901224972,-0.025866997035228156,-0.40012300632891573,-0.02453836803671362,0.42477082183848824,0.0003812850542167121,-0.39834967565601676,-0.5651793842969757,0.09278225045306868,0.04153444111846046,0.024717205620451696,0.028667831024625726,0.03773636639324146,-0.27180598647431975,-0.02050684313160686,-0.02424921715917959,-0.40041611870766647,0.023356016899192072,-0.0386581840565077,-0.08704213085984257,0.09869407324111744,-0.04310096406965715,-0.08296819614100594,-0.0806617914629307,-0.17424436755532555,-0.3956654076811372,-0.3500691454603948,1.3417433444411868,0.04768411718990919,-0.03131696613920854,-4.939679448632937,-4.759137229800336,-0.16675904712505407,0.01993514099934593,-0.3007867831638374,0.210235071487038,-0.46914552214976907,-0.06546010223576514,0.0422729964617478,0.004570104747309822,0.026756910641715783,3.5347997924153054,0.056535690209408164,-0.04471851193712505,-4.673154336107201,0.5193111259133075,-0.14678020770189432,0.032140945868484656,-0.31699114000858586,0.21168424728375068,-0.4572469774582854,0.06469019092004046,-0.0242618133597965,0.04637666548314461,-0.03444746345467685,0.13966824738390998,-0.036626914745945566,-0.012568572024815206,-0.02778640523264997,-0.09856651090241886,-0.02063332501719267,-0.0958048363521065,-0.00019725403886315833,0.9669890666864345,nan,nan,nan,nan,nan,nan
8,0.045,Standing,-0.03441550955995591,0.9289272604686629,-0.08992434851525791,0.33408450244176807,-5.7613791631041486e-05,-0.3976248875036607,-0.5201874327709657,0.23103628201977444,0.042839983741112815,0.02406540481933794,0.03082674808211099,0.03702440247863287,-0.2680914082864937,0.020970464180161786,-0.025718761747129525,-0.4000716607492773,-0.024441959932279825,0.4342966909509635,0.0005891456941885939,-0.39851249217750595,-0.5803263555339018,0.09081444235900914,0.04111754759030017,0.024792460546828782,0.027583847676041943,0.0383771463359239,-0.2733202664434728,-0.020290079580328774,-0.024455355420466722,-0.40018748449889335,0.02328800864468049,-0.03773426322542883,-0.0867858461538503,0.09742475864072364,-0.042320636743228585,-0.08306089716733288,-0.0807651424176551,0.0172411922877031,-0.3960257691009389,0.18652884072838616,-0.4458806170068894,0.024851565034826637,-0.00857277580919194,-4.321249480674011,18.992127123055432,-0.10976291173848135,-0.017888600304397116,-0.2112665900698284,0.12303363974367665,-0.40898892360127165,-0.0557963442126371,0.029647057619726226,0.01026911592768265,0.019281620886758888,1.9051738224950552,0.04157212799437636,-0.03256330429784379,-3.029394247385217,-0.3935616188119071,-0.08337870563205878,0.015050985275417098,-0.21679666971675685,0.12815598853648785,-0.30285599383060907,0.04335271025561771,-0.04122765225742672,0.04572684175462548,-0.013601650902316569,0.18478416621577393,0.05125694119845618,-0.253862920078759,0.1560654652857125,-0.018540205265388993,-0.02067019094487874,-0.09586992575548113,-0.0001969463234417564,0.9655071682554096,nan,nan,nan,nan,nan,nan
9,0.049999999999999996,Standing,-0.03370475336938205,0.9272331375382498,-0.08710164967906628,0.3252830614764855,0.00011095731156746748,-0.39780306466095927,-0.5309763305316864,0.18694522241018804,0.04238309175326481,0.024037265488551594,0.029941286225028528,0.03758435171318478,-0.26915072500789133,0.020814325913991315,-0.0256202644741961,-0.40007315847742364,-0.024330835089891773,0.4377240994360145,0.0007333963320973315,-0.3986202295250083,-0.5892175223550552,0.08745958294140477,0.04092716419964593,0.024803290859529578,0.026887155094463846,0.038708641408796804,-0.2742346156112974,-0.020156207713681398,-0.02467825109550899,-0.39999372908592973,0.02329368305956271,-0.0367360497137305,-0.0862943529444445,0.09569547081568318,-0.041085000548917026,-0.0829300321860192,-0.08086273344461704,0.14215123811477248,-0.338824586082631,0.5645397672383254,-1.760288193056513,0.033714220639701795,-0.03563543145971734,-2.1577795521441456,-8.818211921917278,-0.09137839756960124,-0.005627866157269137,-0.17709237141649187,0.11198984691038215,-0.21186334427952527,-0.031227653234093936,0.01969945458668486,-0.00029954562926625024,0.02222496847761014,0.6854816970101938,0.028850127581747514,-0.021547469500471768,-1.7782333642306818,-0.6709718835208742,-0.038076678130848376,0.002166062540159285,-0.13933851631561947,0.06629901457458087,-0.1828698335649266,0.026774373329475087,-0.04457913500845372,0.03875108259272688,0.001134882976444913,0.1996427023396667,0.09829864188115937,-0.3458575650080933,0.24712723886231217,0.026172996262735664,-0.01951820539238784,-0.09594713472317307,-0.00019656153619437727,0.9638143471351878,nan,nan,nan,nan,nan,nan
