generation,min_cost,mean_cost,best_cost,simulation_time
1,17.18,18.4,17.18,17.18
2,17.02,18.1528,17.02,17.02
3,15.84,17.8752,15.84,15.84
4,17.34,18.0064,15.84,15.84
5,15.700000000000001,17.7176,15.700000000000001,15.700000000000001
6,15.36,17.5712,15.36,15.36
7,16.38,17.618399999999998,15.36,15.36
8,15.34,17.368,15.34,15.34
9,16.5,17.5264,15.34,15.34
10,15.74,17.3888,15.34,15.34
11,15.16,17.288800000000002,15.16,15.16
12,15.72,17.4176,15.16,15.16
13,15.1,17.3592,15.1,15.1
14,15.860000000000001,17.264799999999997,15.1,15.1
15,15.700000000000001,17.1936,15.1,15.1
16,16.16,17.2072,15.1,15.1
17,15.58,16.8624,15.1,15.1
18,15.66,17.0048,15.1,15.1
19,15.620000000000001,16.944000000000003,15.1,15.1
20,15.9,17.2928,15.1,15.1
21,15.58,16.665599999999998,15.1,15.1
22,15.540000000000001,16.4976,15.1,15.1
23,15.5,16.804000000000002,15.1,15.1
24,15.620000000000001,16.719199999999997,15.1,15.1
25,13.120000000000001,16.56,13.120000000000001,13.120000000000001
26,14.44,16.085600000000003,13.120000000000001,13.120000000000001
27,15.3,16.224800000000002,13.120000000000001,13.120000000000001
28,14.94,16.061600000000002,13.120000000000001,13.120000000000001
29,15.120000000000001,15.9552,13.120000000000001,13.120000000000001
30,14.86,15.684800000000003,13.120000000000001,13.120000000000001
31,14.340000000000002,16.076800000000002,13.120000000000001,13.120000000000001
32,15.120000000000001,16.0912,13.120000000000001,13.120000000000001
33,14.16,15.7456,13.120000000000001,13.120000000000001
34,12.620000000000001,15.648,12.620000000000001,12.620000000000001
35,15.04,16.098399999999998,12.620000000000001,12.620000000000001
36,15.04,16.0896,12.620000000000001,12.620000000000001
37,14.78,15.630400000000002,12.620000000000001,12.620000000000001
38,14.379999999999999,15.7,12.620000000000001,12.620000000000001
39,13.580000000000002,15.728,12.620000000000001,12.620000000000001
40,14.060000000000002,15.4176,12.620000000000001,12.620000000000001
41,14.0,15.560799999999997,12.620000000000001,12.620000000000001
42,15.02,16.1632,12.620000000000001,12.620000000000001
43,14.54,15.5304,12.620000000000001,12.620000000000001
44,13.700000000000001,15.7728,12.620000000000001,12.620000000000001
45,14.5,15.402399999999998,12.620000000000001,12.620000000000001
46,15.04,15.7048,12.620000000000001,12.620000000000001
47,15.04,15.798399999999999,12.620000000000001,12.620000000000001
48,14.260000000000002,15.5592,12.620000000000001,12.620000000000001
49,14.66,15.3816,12.620000000000001,12.620000000000001
50,15.04,15.613600000000002,12.620000000000001,12.620000000000001
51,15.04,15.430400000000002,12.620000000000001,12.620000000000001
52,14.92,15.593600000000002,12.620000000000001,12.620000000000001
53,13.719999999999999,15.331999999999999,12.620000000000001,12.620000000000001
54,15.04,15.525599999999999,12.620000000000001,12.620000000000001
55,14.719999999999999,15.6296,12.620000000000001,12.620000000000001
56,15.04,15.776800000000001,12.620000000000001,12.620000000000001
57,15.04,15.690400000000002,12.620000000000001,12.620000000000001
58,15.04,15.684,12.620000000000001,12.620000000000001
59,13.22,15.469599999999998,12.620000000000001,12.620000000000001
60,15.04,16.538400000000003,12.620000000000001,12.620000000000001
61,15.04,16.174400000000002,12.620000000000001,12.620000000000001
62,14.68,15.214400000000001,12.620000000000001,12.620000000000001
63,15.04,15.3696,12.620000000000001,12.620000000000001
64,15.04,15.546400000000004,12.620000000000001,12.620000000000001
65,14.68,15.480800000000002,12.620000000000001,12.620000000000001
66,15.02,15.4248,12.620000000000001,12.620000000000001
67,14.52,15.1336,12.620000000000001,12.620000000000001
68,14.44,15.479999999999997,12.620000000000001,12.620000000000001
69,14.5,15.6416,12.620000000000001,12.620000000000001
70,15.04,15.4368,12.620000000000001,12.620000000000001
71,15.04,15.214399999999998,12.620000000000001,12.620000000000001
72,15.04,15.713600000000001,12.620000000000001,12.620000000000001
73,15.04,15.2632,12.620000000000001,12.620000000000001
74,14.459999999999999,15.402399999999998,12.620000000000001,12.620000000000001
75,15.04,15.8024,12.620000000000001,12.620000000000001
76,15.04,15.474400000000001,12.620000000000001,12.620000000000001
77,15.04,15.8224,12.620000000000001,12.620000000000001
78,15.04,15.572000000000001,12.620000000000001,12.620000000000001
79,14.5,15.2368,12.620000000000001,12.620000000000001
80,14.52,15.6472,12.620000000000001,12.620000000000001
81,14.559999999999999,15.3872,12.620000000000001,12.620000000000001
82,14.54,15.645600000000002,12.620000000000001,12.620000000000001
83,15.04,15.726399999999998,12.620000000000001,12.620000000000001
84,15.04,15.8616,12.620000000000001,12.620000000000001
85,15.04,15.998399999999998,12.620000000000001,12.620000000000001
86,14.2,15.6624,12.620000000000001,12.620000000000001
87,14.459999999999999,15.293600000000001,12.620000000000001,12.620000000000001
88,15.04,15.696800000000001,12.620000000000001,12.620000000000001
89,15.04,15.9952,12.620000000000001,12.620000000000001
90,15.04,15.320799999999998,12.620000000000001,12.620000000000001
