generation,min_cost,mean_cost,best_cost,simulation_time
1,17.740000000000002,18.4216,17.740000000000002,17.740000000000002
2,17.12,18.104,17.12,17.12
3,17.02,18.076800000000002,17.02,17.02
4,16.84,17.680000000000003,16.84,16.84
5,17.1,17.7008,16.84,16.84
6,16.98,17.4616,16.84,16.84
7,16.88,17.22,16.84,16.84
8,16.759999999999998,17.0424,16.759999999999998,16.759999999999998
9,16.7,17.1312,16.7,16.7
10,16.84,17.184,16.7,16.7
11,16.66,17.3504,16.66,16.66
12,16.66,16.988799999999998,16.66,16.66
13,16.5,17.1072,16.5,16.5
14,16.64,16.916,16.5,16.5
15,16.54,16.9,16.5,16.5
16,16.44,16.7752,16.44,16.44
17,16.400000000000002,16.764,16.400000000000002,16.400000000000002
18,16.36,16.7488,16.36,16.36
19,16.240000000000002,16.648000000000003,16.240000000000002,16.240000000000002
20,16.080000000000002,16.659200000000002,16.080000000000002,16.080000000000002
21,16.14,16.7432,16.080000000000002,16.080000000000002
22,16.14,16.680799999999998,16.080000000000002,16.080000000000002
23,16.16,16.5856,16.080000000000002,16.080000000000002
24,16.18,16.529600000000002,16.080000000000002,16.080000000000002
25,16.18,16.558400000000002,16.080000000000002,16.080000000000002
26,16.18,16.698400000000003,16.080000000000002,16.080000000000002
27,16.04,16.4768,16.04,16.04
28,16.16,16.3704,16.04,16.04
29,16.18,16.4768,16.04,16.04
30,16.18,16.4752,16.04,16.04
31,16.16,16.5104,16.04,16.04
32,16.18,16.5184,16.04,16.04
33,16.16,16.245600000000003,16.04,16.04
34,16.18,16.329600000000003,16.04,16.04
35,16.18,16.2768,16.04,16.04
36,16.18,16.186400000000003,16.04,16.04
37,16.099999999999998,16.1872,16.04,16.04
38,16.18,16.230400000000003,16.04,16.04
39,15.9,16.2576,15.9,15.9
40,16.080000000000002,16.3496,15.9,15.9
41,16.099999999999998,16.296000000000003,15.9,15.9
42,16.18,16.3952,15.9,15.9
43,16.16,16.4544,15.9,15.9
44,16.099999999999998,16.3,15.9,15.9
45,16.099999999999998,16.2896,15.9,15.9
46,16.18,16.4544,15.9,15.9
47,16.099999999999998,16.4408,15.9,15.9
48,16.099999999999998,16.2624,15.9,15.9
49,16.12,16.448,15.9,15.9
50,16.099999999999998,16.236,15.9,15.9
51,16.16,16.230400000000003,15.9,15.9
52,16.12,16.2,15.9,15.9
53,16.080000000000002,16.3056,15.9,15.9
54,16.18,16.3336,15.9,15.9
55,16.14,16.2496,15.9,15.9
56,16.14,16.2744,15.9,15.9
57,16.099999999999998,16.313599999999997,15.9,15.9
58,16.18,16.2712,15.9,15.9
59,16.16,16.1904,15.9,15.9
60,16.18,16.1808,15.9,15.9
61,16.18,16.209600000000002,15.9,15.9
