step,time,phase_name,hamstrings_r.tendon_length,hamstrings_r.tendon_velocity,hamstrings_r.actuator_force,hamstrings_r.activation,bifemsh_r.tendon_length,bifemsh_r.tendon_velocity,bifemsh_r.actuator_force,bifemsh_r.activation,glut_max_r.tendon_length,glut_max_r.tendon_velocity,glut_max_r.actuator_force,glut_max_r.activation,iliopsoas_r.tendon_length,iliopsoas_r.tendon_velocity,iliopsoas_r.actuator_force,iliopsoas_r.activation,rect_fem_r.tendon_length,rect_fem_r.tendon_velocity,rect_fem_r.actuator_force,rect_fem_r.activation,vasti_r.tendon_length,vasti_r.tendon_velocity,vasti_r.actuator_force,vasti_r.activation,gastroc_r.tendon_length,gastroc_r.tendon_velocity,gastroc_r.actuator_force,gastroc_r.activation,soleus_r.tendon_length,soleus_r.tendon_velocity,soleus_r.actuator_force,soleus_r.activation,tib_ant_r.tendon_length,tib_ant_r.tendon_velocity,tib_ant_r.actuator_force,tib_ant_r.activation,hamstrings_l.tendon_length,hamstrings_l.tendon_velocity,hamstrings_l.actuator_force,hamstrings_l.activation,bifemsh_l.tendon_length,bifemsh_l.tendon_velocity,bifemsh_l.actuator_force,bifemsh_l.activation,glut_max_l.tendon_length,glut_max_l.tendon_velocity,glut_max_l.actuator_force,glut_max_l.activation,iliopsoas_l.tendon_length,iliopsoas_l.tendon_velocity,iliopsoas_l.actuator_force,iliopsoas_l.activation,rect_fem_l.tendon_length,rect_fem_l.tendon_velocity,rect_fem_l.actuator_force,rect_fem_l.activation,vasti_l.tendon_length,vasti_l.tendon_velocity,vasti_l.actuator_force,vasti_l.activation,gastroc_l.tendon_length,gastroc_l.tendon_velocity,gastroc_l.actuator_force,gastroc_l.activation,soleus_l.tendon_length,soleus_l.tendon_velocity,soleus_l.actuator_force,soleus_l.activation,tib_ant_l.tendon_length,tib_ant_l.tendon_velocity,tib_ant_l.actuator_force,tib_ant_l.activation
0,0.005,Standing,0.4201223480305749,0.0,0.0,0.0,0.24598155950629338,0.0,-297.4483830027054,0.0,0.20950694767158395,0.0,0.0,0.0,0.26094546743216207,0.0,-31.629667157490143,1.0,0.47584710435049693,0.0,-238.05539867956358,0.0,0.18278673383901273,0.0,0.0,1.0,0.45015657892407046,0.0,0.0,0.0,0.2913979577828231,0.0,0.0,1.0,0.30378507609891625,0.0,0.0,0.0,0.42012234803057485,0.0,0.0,1.0,0.24598155950629344,0.0,-297.4483830027064,0.0,0.20950694767158398,0.0,0.0,0.0,0.26094546743216207,0.0,-31.629667157490143,0.0,0.4758471043504969,0.0,-238.05539867956287,0.0,0.18278673383901287,0.0,0.0,1.0,0.45015657892407057,0.0,0.0,0.0,0.29139795778282307,0.0,0.0,1.0,0.3037850760989162,0.0,0.0,1.0
1,0.01,Standing,0.4204692926347088,0.06950819216039869,0.0,0.0,0.24580115048502468,-0.03632123991322084,-293.72850554448837,0.0,0.21008036209651365,0.1145389400362993,0.0,0.0,0.2605304639638378,-0.08310043240248803,-1663.2615736924643,1.0,0.4747768262055753,-0.2141843022550398,-219.84474375567396,0.0,0.18322137333900296,0.08653570015926741,-1348.1704789189187,1.0,0.4502081852962531,0.010344274291868828,0.0,0.0,0.29165573693536034,0.05150162620096662,-3696.4248179992965,1.0,0.3035292624426179,-0.051195019043249426,0.0,0.0,0.42046929263454363,0.06950819212676668,-2075.226503095967,1.0,0.24580115048461507,-0.03632123999622778,-293.7285055360688,0.0,0.21008036209688757,0.11453894011089023,0.0,0.0,0.2605304639624283,-0.08310043268259601,-27.19503721400124,0.0,0.4747768262043871,-0.21418430249214238,-219.84474373585928,0.0,0.18322137333956265,0.08653570026993067,-1348.288426065307,1.0,0.45020818529856843,0.010344274755118878,0.0,0.0,0.2916557369360934,0.05150162634727404,-3696.4248189656496,1.0,0.30352926244188905,-0.05119501918917692,-2113.282122469509,1.0
2,0.015,Standing,0.42048013173272347,-0.0015876768584416612,0.0,0.0,0.24669598045367627,0.1738203546124908,-312.4089982646915,0.0,0.2088560509449891,-0.245502634069563,0.0,0.0,0.2607323834420713,0.04330148222113804,-2491.484374173823,1.0,0.4773439835641424,0.5142400408346375,-264.7398768409118,0.0,0.17953900077946708,-0.7425320452759434,0.0,1.0,0.43630345449269536,-2.813013143800497,0.0,0.0,0.2768959621368581,-3.0372449001414297,0.0,1.0,0.3169863290398893,2.5543653478053296,0.0,0.0,0.41999085236563516,-0.09614640962439547,-1636.640981906363,1.0,0.24620505724052325,0.07918371301239252,-302.08917257969244,0.0,0.20903186155942366,-0.21017208229878975,0.0,0.0,0.2612526637954203,0.14396136762097478,-35.12792768175518,0.0,0.4763372535104647,0.31208901226406693,-246.63710854551664,0.0,0.1804963021175286,-0.5468973129292105,-5.3257200632872,1.0,0.4441826064761158,-1.221013318495558,0.0,0.0,0.28528612190526487,-1.299337950913806,0.0,1.0,0.30961491983467404,1.1945822581650951,-3754.85578345189,1.0
3,0.02,Standing,0.4209247567615321,0.08898563385278774,0.0,0.0,0.24676405725575504,0.01350118685287431,-313.85374244388356,0.0,0.20922030378863404,0.07279441930942732,0.0,0.0,0.259436048302065,-0.2332605708544388,-866.7906488135684,1.0,0.47690954931861207,-0.08677912011063449,-256.84936145819825,0.0,0.17854721909905977,-0.19862352997000524,-281.032209762138,1.0,0.4305367070090736,-1.1465203118015521,0.0,0.0,0.271047727964444,-1.1707274473158495,0.0,0.0,0.32177126121427124,0.9325715873463795,-4.016600350105624,0.0,0.4196101539507926,-0.07881877438537785,-1672.1465545736978,1.0,0.2453435228166201,-0.17546211793016184,-284.39761199534394,0.0,0.20981212801869326,0.15579066535481845,0.0,0.0,0.2606820364374373,-0.11428739130303982,-28.77589667949114,0.0,0.4737754650817888,-0.5122723687613316,-203.4627488732712,0.0,0.18147236856470725,0.19122565252751694,-1251.7443627225039,1.0,0.45216269894848404,1.5540038166564254,0.0,0.0,0.2940343194780291,1.6899791178177195,-4795.457302710313,1.0,0.3011270137228203,-1.734429141734032,0.0,1.0
4,0.025,Standing,0.42023066131243103,-0.13849656938465332,0.0,0.0,0.24664171109591687,-0.024444627187357966,-311.25966687349785,0.0,0.20873743928461844,-0.09667081885916942,0.0,0.0,0.25918787176986674,-0.040356036102614345,-1936.3702069330946,1.0,0.4766100727260495,-0.06028035742911414,-251.4795546099718,0.0,0.17818578975501437,-0.0721917958604727,-465.51212457928807,1.0,0.4291880399789487,-0.26911799087693816,0.0,0.0,0.2698628300152376,-0.23686919013171098,-835.7353066364026,1.0,0.32271026779215145,0.18675447066871306,-9.04285885529634,0.0,0.4192555558949513,-0.07186142420360755,-1681.9515715084601,1.0,0.2458781271143884,0.1047663389951048,-295.3128338955581,0.0,0.20868934129576974,-0.22509114023329796,0.0,0.0,0.26144113093439547,0.15124415916400202,-37.36493034727083,0.0,0.47558807077626586,0.362171228459336,-233.58151693597028,0.0,0.17830378643220957,-0.6356025176460389,0.0,1.0,0.4428282339133109,-1.9055279542645551,0.0,0.0,0.28431874350589204,-2.003559324581243,0.0,1.0,0.3104994110728692,1.821852364347532,-3785.505896369369,1.0
5,0.030000000000000002,Standing,0.41980143183617263,-0.08649599802153912,0.0,0.0,0.2462728936139726,-0.07439706724181966,-303.50485854752174,0.0,0.20883049614436217,0.018607754102406986,0.0,0.0,0.25869780298628653,-0.08781739038732841,-1632.6365711803471,1.0,0.47536721473854227,-0.24854845069963383,-229.80053417042896,0.0,0.17834748698475578,0.031713610436646916,-677.5847038324032,1.0,0.43014811301606604,0.19351554229403856,0.0,0.0,0.27132119974124014,0.29179106007045963,-2493.43913050424,1.0,0.32155315851765814,-0.23299326203266874,-3.137085507444424,0.0,0.41846851349654973,-0.1588639710706054,-1453.452478526373,1.0,0.24526056591193593,-0.124959294591037,-282.7222706333136,0.0,0.2087461464879653,0.011359694584483127,0.0,0.0,0.2613723425942816,-0.013740609184076743,-36.54044856838413,0.0,0.47408044081190076,-0.3014058181689003,-208.38490352042558,0.0,0.1787757143487438,0.09270117791820034,-816.2364176675298,0.4416081390337405,0.44759080716680427,0.9417537365544015,0.0,0.0,0.28969078713723534,1.0561502713268784,-4564.928011164646,1.0,0.30545795769594203,-1.0237536703021106,0.0,1.0
6,0.035,Standing,0.4187258668870107,-0.21407729623636595,0.0,0.0,0.24614939349752807,-0.024697713544007356,-300.9299907331925,0.0,0.20792427609609856,-0.18157881970265882,0.0,0.0,0.2590107347004319,0.06507252653566639,-2618.210507703745,1.0,0.47553152927137815,0.03194715071629048,-232.61060682062032,0.0,0.1775447762138041,-0.160518110717244,-294.0105115898813,1.0,0.4318026055675639,0.3316872081512173,0.0,0.0,0.273131203018024,0.3619575700041899,-2834.9293239973217,1.0,0.32009614519824037,-0.29375536857101614,-0.04617782203086899,0.0,0.4174746411128104,-0.19766401697036345,-1345.44343441088,1.0,0.24552217105817503,0.051211561322300814,-288.02227583168536,0.0,0.20737142795326244,-0.2757007035073172,0.0,0.0,0.2622912048050906,0.18290854573759074,-48.312911015208186,0.0,0.47561145335708116,0.3055132314672264,-233.9836251075969,0.0,0.17676085456213914,-0.4043628596907871,-43.458757493895014,1.0,0.4490045411840717,0.28224924651950023,0.0,0.0,0.2907479958935298,0.2105977441008999,-4401.953897114428,1.0,0.3044262961246946,-0.20689588309923823,-1199.4291862022437,1.0
7,0.04,Standing,0.41780698167135033,-0.18278869709632947,0.0,0.0,0.2461200227603934,-0.0058889679935247505,-300.3192514288619,0.0,0.20702318212224927,-0.18053618083413378,0.0,0.0,0.25935741187950506,0.071311117072023,-2649.26959124707,1.0,0.4759469545726369,0.08225902904497352,-239.79128803666273,0.0,0.1768395533016206,-0.1410634206567056,-289.3926178205364,1.0,0.43358399894550265,0.3567442476787521,0.0,0.0,0.2749421206003229,0.361905427371076,-3109.15204018976,1.0,0.3186140884498155,-0.29869681583033625,0.0,0.0,0.4168914101665232,-0.11821708800427852,-1516.5078750304276,1.0,0.24619642524686855,0.1304534277460379,-301.90926774901175,0.0,0.20580322785580707,-0.3145563779136483,0.0,0.0,0.26331996051236345,0.20460202562995414,-63.44073244506757,0.0,0.4782111987714734,0.5210609050254128,-280.8478643035126,0.0,0.17447475737306262,-0.4632411725660956,-14.855785451890615,1.0,0.44704038522364997,-0.39501510696772724,0.0,0.0,0.28802238936203395,-0.5502561106282526,-472.0125660579834,1.0,0.3070585474053399,0.5225061834439368,-3650.778464563575,1.0
8,0.045,Standing,0.41747542101868557,-0.06619045978474164,0.0,0.0,0.24611692126832596,-0.0006502280372949545,-300.25479477401024,0.0,0.20666745973159642,-0.07119264042592284,0.0,0.0,0.25943654760079055,0.017809470864457933,-2336.672120320966,1.0,0.47608554671570374,0.027631431245501582,-242.2111539010102,0.0,0.17629359787886834,-0.10923135363894565,-304.7187260735336,1.0,0.4353465807878189,0.35274262006438184,0.0,0.0,0.27670466637897584,0.35202949604302836,-3347.128542341506,1.0,0.3171470608754904,-0.2955080654937098,0.0,0.0,0.4162004720065991,-0.13834524403945997,-1454.642882846344,1.0,0.24587419971384583,-0.0646617847596868,-295.23189721235497,0.0,0.2055693371752307,-0.04679779469040512,0.0,0.0,0.26343482197130325,0.02294396874922881,-65.25743849445331,0.0,0.4775154954526555,-0.13959679593069144,-267.8878691138657,0.0,0.17521191469759834,0.14758290263599635,-476.160332788075,1.0,0.4565329580241544,1.8288393775655656,0.0,0.0,0.29759340083382285,1.827285353051476,-4947.608417755712,1.0,0.29738075336993713,-1.9735911166116522,0.0,1.0
9,0.049999999999999996,Standing,0.41685083930030886,-0.12446621278059099,0.0,0.0,0.24636907044580056,0.04965749576377484,-305.51765731138244,0.0,0.20564821230149202,-0.20422977015002258,0.0,0.0,0.25996309407493357,0.10478314454771552,-2799.982948772538,1.0,0.4773022839925119,0.24295453624293273,-263.9773192818621,0.0,0.1752168987983273,-0.2164427167264079,-155.1474953074887,1.0,0.43677003607141107,0.284945604112643,0.0,0.0,0.2777977774976232,0.21837628891314223,-3351.952818034325,1.0,0.3162245085350601,-0.18530209285224855,0.0,0.0,0.41593037903295466,-0.05581255527022419,-1644.5981925252117,1.0,0.24660631883746081,0.1426894241724384,-310.511260955964,0.0,0.20418726002506518,-0.2770669954519444,0.0,0.0,0.26430838630381703,0.17374670326126526,-79.9133930523915,0.0,0.4799387899350475,0.4842546701418793,-314.35447321230504,0.0,0.17317126952019266,-0.41290197978879534,-23.13070786172311,1.0,0.44949328612926726,-1.4461482065363358,0.0,0.0,0.28989691049572436,-1.5918523626396177,0.0,1.0,0.30525789788900404,1.5470304363780676,-3563.6513083354635,1.0
