step,time,phase_name,qpos_pelvis_tx,qpos_pelvis_ty,qpos_pelvis_tilt,qpos_hip_flexion_r,qpos_knee_r_translation1,qpos_knee_r_translation2,qpos_knee_angle_r,qpos_ankle_angle_r,qpos_rect_fem_r_rect_fem_r-P3_x,qpos_rect_fem_r_rect_fem_r-P3_y,qpos_vasti_r_vas_int_r-P4_x,qpos_vasti_r_vas_int_r-P4_y,qpos_vasti_r_vas_int_r-P3_y,qpos_vasti_r_vas_int_r-P3_z,qpos_gastroc_r_med_gas_r-P2_x,qpos_gastroc_r_med_gas_r-P2_y,qpos_gastroc_r_med_gas_r-P2_z,qpos_hip_flexion_l,qpos_knee_l_translation1,qpos_knee_l_translation2,qpos_knee_angle_l,qpos_ankle_angle_l,qpos_rect_fem_l_rect_fem_l-P3_x,qpos_rect_fem_l_rect_fem_l-P3_y,qpos_vasti_l_vas_int_l-P4_x,qpos_vasti_l_vas_int_l-P4_y,qpos_vasti_l_vas_int_l-P3_y,qpos_vasti_l_vas_int_l-P3_z,qpos_gastroc_l_med_gas_l-P2_x,qpos_gastroc_l_med_gas_l-P2_y,qpos_gastroc_l_med_gas_l-P2_z,qpos_lumbar_extension,qpos_iliopsoas_r_psoas_r-P3_x,qpos_iliopsoas_r_psoas_r-P3_y,qpos_iliopsoas_r_psoas_r-P3_z,qpos_iliopsoas_l_psoas_l-P3_x,qpos_iliopsoas_l_psoas_l-P3_y,qpos_iliopsoas_l_psoas_l-P3_z,qvel_dof_0,qvel_dof_1,qvel_dof_2,qvel_dof_3,qvel_dof_4,qvel_dof_5,qvel_dof_6,qvel_dof_7,qvel_dof_8,qvel_dof_9,qvel_dof_10,qvel_dof_11,qvel_dof_12,qvel_dof_13,qvel_dof_14,qvel_dof_15,qvel_dof_16,qvel_dof_17,qvel_dof_18,qvel_dof_19,qvel_dof_20,qvel_dof_21,qvel_dof_22,qvel_dof_23,qvel_dof_24,qvel_dof_25,qvel_dof_26,qvel_dof_27,qvel_dof_28,qvel_dof_29,qvel_dof_30,qvel_dof_31,qvel_dof_32,qvel_dof_33,qvel_dof_34,qvel_dof_35,qvel_dof_36,qvel_dof_37,com_x,com_y,com_z,cop_x,cop_y,cop_z,grf_x,grf_y,grf_z
0,0.005,Standing,-0.0002688606270606181,0.9492513125599441,-0.00606646433426353,0.010316276582608972,-0.0035999980811905817,-0.3957217168507037,-0.008280151372284687,0.00556137234338694,0.0621250115716628,0.020211159994523446,0.05614967098855549,0.02479914923778448,-0.22404844214349454,0.026653255849320993,-0.029099175131990052,-0.4014717338288968,-0.025612325579903117,0.010316276589344258,-0.0035999980811104683,-0.39572171685075713,-0.008280151391203201,0.005561372359219322,0.06212501157099637,0.020211159994697483,0.056149670987832086,0.02479914923786977,-0.22404844214497113,-0.02665325584000317,-0.02909917513188908,-0.4014717338288277,0.025612325589029386,0.006585740263928588,-0.028827866185506083,-0.08049465435420534,0.08159572270880916,-0.028827866185506083,-0.08049465435420534,-0.08159572269963554,-0.05377212541212362,-0.14973748801117912,-1.2132928668527059,2.0632553165217944,0.007800383761883616,-0.004343370140739147,-1.6560302744569373,1.112274468677388,-0.09299768566744102,-0.021768001095310918,-0.06406580228890173,0.00782984755689542,-0.12968842869891237,-0.015348830135801546,0.010164973601989011,0.00565323422064961,0.0015348840193767205,2.0632553178688515,0.007800383777906355,-0.00434337015143214,-1.6560302782406402,1.1122744718438644,-0.09299768580072752,-0.02176800106050358,-0.0640658024335822,0.007829847573953526,-0.12968842899422922,0.015348831999366057,0.010164973622183453,0.00565323423445677,-0.0015348821941225952,1.3171480527857176,-0.005573237101216542,0.0010691291589320785,-0.0008554582381705209,-0.0055732371012165065,0.0010691291589320785,0.0008554600728936579,-0.09570440894062783,-0.00019771760510768993,0.9717544169286635,nan,nan,nan,nan,nan,nan
1,0.01,Standing,-0.0007922698711210437,0.9477903077871113,-0.017734421197311757,0.030154177457981518,-0.0035165771703756857,-0.39576776708956285,-0.024211171121761563,0.015927373488689667,0.06129160903142497,0.020103536392057544,0.055506864845186896,0.02488034136351433,-0.2253269910326709,0.026501980979059855,-0.029006762461268373,-0.40141443507442176,-0.02559719808535374,0.030154177477940462,-0.0035165771701115,-0.39576776708973305,-0.024211171177916803,0.015927373534471316,0.06129160902940898,0.020103536392606043,0.055506864842980765,0.024880341363780648,-0.22532699103712614,-0.026501980955711248,-0.029006762460973154,-0.4014144350742122,0.0255971981081235,0.019252318784737474,-0.028865796370007957,-0.08048636392469312,0.08158959034812394,-0.0288657963699983,-0.08048636392469287,-0.08158959032524345,-0.10468184881208512,-0.2922009545665609,-2.3335913726096456,3.9675801750745086,0.01668418216297919,-0.009210047771835327,-3.1862039498953756,2.073200229060545,-0.1666805080475668,-0.02152472049318039,-0.12856122867371939,0.016238425145970528,-0.25570977783527127,-0.030254974052227337,0.018482534144335823,0.011459750895002063,0.0030254989098758016,3.96758017771924,0.016684182199793687,-0.009210047795187599,-3.1862039573427205,2.0732002350503986,-0.16668050831747816,-0.021524720418287926,-0.128561228970264,0.01623842518217563,-0.2557097784310032,0.03025497685838383,0.0184825341831856,0.011459750923101213,-0.003025496181176674,2.5333157041617773,-0.007586036900374716,0.0016580859024463734,-0.0012264721370460149,-0.007586036898442946,0.001658085902496218,0.0012264748784198264,-0.09570284429633702,-0.0001976679442575603,0.9715105590468684,nan,nan,nan,nan,nan,nan
2,0.015,Standing,-0.0015518174264751504,0.9456711504552041,-0.034280100954990206,0.058289529534874956,-0.0033880461836442964,-0.39583938309154304,-0.046823807632956724,0.029918929764148568,0.0601827598557511,0.02006383804740467,0.054569192017102086,0.02500037144447214,-0.22717606625010553,0.02628324595351646,-0.02888156653761838,-0.40132983693269764,-0.025575324574320685,0.05828952957420529,-0.0033880461830763805,-0.3958393830919067,-0.0468238077437856,0.029918929851098362,0.06018275985173459,0.0200638380485371,0.05456919201267363,0.025000371445010435,-0.22717606625901485,-0.026283245914225303,-0.028881566537043123,-0.401329836932277,0.02557532461245365,0.037212996665629064,-0.028900695359221504,-0.080474832034777,0.08158283733395576,-0.02890069535918614,-0.08047483203477342,-0.0815828372956469,-0.1519095110708213,-0.42383146638143676,-3.3091359515356897,5.627070415378687,0.025706197346277868,-0.014323200396038197,-4.522527302239033,2.7983112550917797,-0.22176983513477527,-0.007939668930574628,-0.18753456561696202,0.02400601619156193,-0.36981504348692706,-0.043747005108678697,0.02503918472999855,0.016919628344823606,0.004374702206611119,5.6270704192529655,0.025706197407023908,-0.014323200434734427,-4.522527313173759,2.7983112633254095,-0.22176983553487822,-0.00793966881378869,-0.18753456606142682,0.024006016245957138,-0.3698150443777429,0.04374700829718878,0.025039184786006512,0.016919628387041773,-0.004374699133970403,3.5921355761783174,-0.0069797978427093635,0.0023063779832246567,-0.0013506028336360543,-0.006979797837567948,0.0023063779838904887,0.0013506059193079177,-0.09569706438922407,-0.00019756895121723314,0.9710244571591599,nan,nan,nan,nan,nan,nan
3,0.02,Standing,-0.001172936257488543,0.9461780315795293,-0.01672329784185052,0.03524093502542176,-0.003405305214676391,-0.3957904005570293,-0.039745778861359306,0.011435057368604114,0.06008487357562899,0.019827174903490126,0.05453013623281513,0.025922739371639563,-0.2267342023540707,0.026290809247622653,-0.028916487414648244,-0.4013628815448087,-0.02556711671216425,0.03524064134382453,-0.0034053093078069653,-0.39579039574339514,-0.03974495212827074,0.011434404866652134,0.06008490174315402,0.0198271677951375,0.054530154251503336,0.02592280750880573,-0.22673413681196003,-0.026290813400022248,-0.028916491835054084,-0.40136288457434866,0.02556711752792328,0.017153618039410855,-0.028881506543569208,-0.08046639847941903,0.0815835217232131,-0.028881506578703798,-0.08046639864507371,-0.08158352170957585,0.07577623379732151,0.10137622486502507,3.5113606226279366,-4.609718901890639,-0.003451806206418946,0.009796506902751884,1.4156057543194835,-3.696774479108891,-0.019577256024421286,-0.04733262878290897,-0.007811156857392004,0.1844735854334847,0.0883727792069618,0.0015126588212384315,-0.006984175405972497,-0.006608922422209434,0.0016415724312870534,-4.609777646076151,-0.003452624946116957,0.009797469702312506,1.4157711231029708,-3.696904996889246,-0.019571621716113208,-0.047334050679919276,-0.007807552234058962,0.1844872127590587,0.08838588941096381,-0.001513497159389074,-0.006985059602192523,-0.006609528414336385,-0.0016414169060743914,-4.011875725243642,0.003837763130458907,0.00168671107159426,0.00013687785146871225,0.003837756096468449,0.001686677939940662,-0.00013688278578986033,-0.09568546762938965,-0.000197420816709749,0.970297047804505,nan,nan,nan,nan,nan,nan
4,0.025,Standing,-0.0005629509967646394,0.9473611406736145,0.011524547776694895,-0.0025293290293434134,-0.0034824877897970227,-0.3957111895296938,-0.026562251092020824,-0.004406646741754644,0.06031053523305945,0.019524215882432,0.05485577268013764,0.026558888798216027,-0.22574266925568617,0.02637494999075963,-0.028941270380855335,-0.40144109672299744,-0.02555433735418229,-0.002529897768507025,-0.0034824888106660683,-0.3957111859320177,-0.026560392303634182,-0.0044153610935872,0.06031059367354836,0.019524204583906198,0.054855820555501485,0.026558982322760386,-0.22574251654887673,-0.026374963257506052,-0.02894128042615231,-0.40144110374943653,0.025554339285971752,-0.015013332763130303,-0.028866958762131332,-0.0804616422558408,0.08158455478353223,-0.028866958864627815,-0.08046164244895453,-0.08158455475616655,0.12199705214478071,0.2366218188170445,5.6495691237090835,-7.554052810953035,-0.015436515024126315,0.015842205467100735,2.6367055538676967,-3.1683408220717517,0.045132331486091595,-0.060591804211624974,0.06512728946450132,0.127229885315293,0.19830661967690894,0.01682814862739494,-0.0049565932414184395,-0.015643035637743163,0.0025558715963917558,-7.55410782246631,-0.015435900571820566,0.015841962275490156,2.636911964927312,-3.169953192047867,0.045138386078867984,-0.060592642246260944,0.06513326079962957,0.12723496279093133,0.19832405261665892,-0.016829971496760656,-0.004957718219645775,-0.01564383501757219,-0.002555648390305385,-6.433390160508232,0.0029095562875751393,0.0009512447156447744,0.00020661206382344241,0.0029095428151967966,0.0009512392238376856,-0.0002066093181405901,-0.09567274611162155,-0.00019722124286127103,0.9693170478422711,nan,nan,nan,nan,nan,nan
5,0.030000000000000002,Standing,5.354607387688488e-05,0.94875251016872,0.04460879033545967,-0.04665764815562675,-0.0035854630606185936,-0.3956222831480838,-0.011106998294031261,-0.01717467539999902,0.060692110163798274,0.01917509350434775,0.05538041214391376,0.02698613006914576,-0.22450527801556155,0.026497139362090458,-0.02893488561645893,-0.4015489320262195,-0.0255349819292991,-0.04665867761963414,-0.003585434497960663,-0.3956222968739449,-0.011102076506263752,-0.017226404345623045,0.06069224010321863,0.01917508407303767,0.05538054143754439,0.026986248071852802,-0.22450486442896908,-0.026497183200593417,-0.028934920096902066,-0.40154894728091045,0.025534989528961667,-0.0526989119322904,-0.02886884332730083,-0.08044848189070322,0.08158150768021119,-0.028868843577481644,-0.08044848185755892,-0.08158150756769597,0.12329941412830485,0.27827389902107696,6.616848511752955,-8.825663825256667,-0.020595054164314192,0.017781276321999738,3.0910505595979125,-2.5536057316488754,0.07631498614776376,-0.06982447561685018,0.10492789275522454,0.08544825418594663,0.2474782480249244,0.024437874266165716,0.0012769528792811605,-0.02156706064440852,0.003871084976638103,-8.825755970225423,-0.020589137458918945,0.01777781161456622,3.091663159474086,-2.562208650407169,0.07632928593405418,-0.06982410217370501,0.10494417640858064,0.0854531498184829,0.24753042398152686,-0.024443988617472878,0.0012720658500489377,-0.021568706294779715,-0.0038699514020171695,-7.5371158338320186,-0.0003769130338994041,0.0026320730275174965,-0.0006094206642067677,-0.0003769425707654782,0.0026321182791231128,0.0006094376941155105,-0.0956376518928935,-0.00019698173662147624,0.9681409618966169,nan,nan,nan,nan,nan,nan
6,0.035,Standing,-0.000620976719965838,0.9459899901195158,0.035141939688386345,-0.02457881417129539,-0.0036051105588968844,-0.39561427666098214,-0.043072606608398026,0.13630807103976422,0.05957175831911305,0.01910413030568887,0.05431951730080288,0.02731909583322231,-0.22699304220869218,0.026187643654302727,-0.028609067600714216,-0.4015039596635718,-0.025469186175332458,-0.02457617500731387,-0.003605161387629651,-0.3956142719934505,-0.043080149006731086,0.1363397136283196,0.059571560536962304,0.0191041368770585,0.05431929461397824,0.027319155694075847,-0.22699363173479514,-0.026187569956154594,-0.028609076390961493,-0.4015039050837637,0.02546919626160521,-0.043123863655570686,-0.03048860500708687,-0.07962485321945853,0.08122036199223046,-0.030488626415978274,-0.07962484312523882,-0.08122035760850417,-0.13490455876854457,-0.5525040098408323,-1.8933701294146656,4.415766796866272,-0.0039294996556581765,0.001601297420326074,-6.393121662873352,30.696549287952653,-0.22407036893704485,-0.014192639731775473,-0.2121789686221753,0.06659315281530959,-0.49755283862612393,-0.06189914155754589,0.06516360314894254,0.008994472529541421,0.01315915079332864,4.4165005224640534,-0.003945377933797633,0.001604976098883014,-6.395614500093467,30.713223594788527,-0.2241359132512658,-0.014189439195834201,-0.2122493647132296,0.06658152444460858,-0.4977534611652114,0.06192264888776457,0.06516874118811453,0.009008439429346284,-0.01315865347129125,1.9150096553439422,-0.3239523359572079,0.16472573424893758,-0.07222913759614587,-0.3239565676993261,0.16472774646401878,0.07222999183835889,-0.0955896109134968,-0.0001967052010747348,0.9667830471805963,nan,nan,nan,nan,nan,nan
7,0.04,Standing,-0.0008127846664670922,0.9446622998848078,0.04183114172006787,-0.027757767130333007,-0.003540128283432415,-0.39561671446201135,-0.056739606356214355,0.22048702964062544,0.05887172108261215,0.01904378891140692,0.053616404682197874,0.028157509374557126,-0.22813571509379105,0.026017509258740107,-0.028395258728075162,-0.4015238349140934,-0.025408999395722276,-0.02775223076828624,-0.0035402238934442998,-0.39561674385578227,-0.0567601309405102,0.2206478794453106,0.05887114628857722,0.019043848246540516,0.05361573843860751,0.028157625221961097,-0.22813739735771765,-0.026017303054022146,-0.02839521965115059,-0.40152371841474627,0.025409003016670817,-0.05139632605710828,-0.03144283407744834,-0.07910376013187893,0.08099813929416752,-0.03144282947367792,-0.07910376685441035,-0.0809981417972302,-0.03836158930025085,-0.26553804694161076,1.3378404063363054,-0.635790591807524,0.012996455092893853,-0.000487560205837258,-2.733399949563266,16.835791720172246,-0.14000744730018078,-0.012068278856389537,-0.14062252372100126,0.16768270826696358,-0.22853457701977536,-0.03402687911252379,0.04276177452781067,-0.003975050104324265,0.012037355922036159,-0.6352111521944739,0.012987498837070233,-0.0004943724663550391,-2.7359963867558226,16.861633163398206,-0.14008284967701715,-0.01205772610359665,-0.1407112350741468,0.16769390557705044,-0.22875312458450303,0.034053380426489796,0.04277134796218052,-0.003962666196505607,-0.012038648986878175,-1.654492480307519,-0.1908458140722936,0.10421861751592051,-0.04444453961258735,-0.1908406115399296,0.10421525416569327,0.04444316225479588,-0.0956081441373021,-0.0001963824985118062,0.9651984100871893,nan,nan,nan,nan,nan,nan
8,0.045,Standing,-0.001226252679879677,0.9428752918987618,0.03940006476528886,-0.018457918030970764,-0.003385416800388774,-0.3956635231847857,-0.07069726753687644,0.24679814252269686,0.05807569244110917,0.019036367117106937,0.0528378094327008,0.028924542060279355,-0.22929925376146734,0.025851681091774784,-0.028177631859701877,-0.40154380324728894,-0.02534759709504517,-0.01844946124446574,-0.0033854949851825165,-0.39566368126159973,-0.07074684251158081,0.24718080322389333,0.05807422307854797,0.019036624227767602,0.052836067614123475,0.0289249671736167,-0.22930332110495374,-0.025851180235967285,-0.028177444995123174,-0.40154357287145614,0.025347573087446396,-0.049337506519903894,-0.032485105758370755,-0.07851184268994629,0.08074721046644381,-0.03248504517508866,-0.07851188479849454,-0.08074722662832697,-0.08269360268251695,-0.35740159720917836,-0.4862153909558027,1.859969819872449,0.030942296608728284,-0.009361744554865634,-2.791532236132416,5.262222576414283,-0.15920572830059662,-0.0014843588599971012,-0.15571904989941548,0.15340653714444613,-0.2327077335352567,-0.03316563339306437,0.043525373674657204,-0.003993666639114542,0.012280460135421174,1.8605539047640995,0.030945781652356622,-0.009387481163496737,-2.7973423142141205,5.306584755716543,-0.15938464200585029,-0.0014448037545827866,-0.15593416489680617,0.1534683903311206,-0.23318474944721884,0.03322456361097195,0.043554931205483614,-0.003970891341979085,-0.012285985844884462,0.41176390744087765,-0.20845433618448259,0.11838348838652725,-0.05018576554474176,-0.20844314028214883,0.11837641118316204,0.050183033780647125,-0.0956233674582734,-0.000196045446538555,0.9635433114319119,nan,nan,nan,nan,nan,nan
9,0.049999999999999996,Standing,-0.001209810479095564,0.9432740987786528,0.05199212057056512,-0.03722822444512454,-0.003118255031563452,-0.39571581575871273,-0.04569379963791259,-0.0984357337377482,0.058337778011634166,0.018994484825708677,0.05313907048493664,0.029969418310342204,-0.2273215329940494,0.026050623852722093,-0.027016458224282613,-0.40231448013370147,-0.0249156357690293,-0.03724019445105174,-0.003118075877702775,-0.3957159867947951,-0.04566716550028007,-0.0986557094605062,0.058338224556253586,0.018994752201907612,0.0531391377696784,0.029971020366659152,-0.2273196541792716,-0.02605078629879235,-0.02701456084175352,-0.4023156621951851,0.02491492970154373,-0.06375871074638334,-0.0331202034931314,-0.07809532419532438,0.08057870332638627,-0.033120095440690576,-0.07809539507781542,-0.08057873042764488,0.003288440156822614,0.07976137597818639,2.518411161055252,-3.754061282830756,0.05343235376506443,-0.010458514785407668,5.000693579792769,-69.046775252089,0.052417114104999246,-0.008376458279651899,0.060252210447168886,0.2089752500125695,0.3955441534835881,0.039788552189461576,0.23223472708385265,-0.15413537728250876,0.0863922652031737,-3.7581466413172,0.05348382149594828,-0.010461106639066728,5.015935402260148,-69.1673025368799,0.05280029554112392,-0.008374405171998014,0.06061403111098526,0.20921063860849037,0.39673338513642603,-0.03992121256501342,0.23257683067393098,-0.15441786474579508,-0.08652867718053277,-2.88424084529589,-0.12701954695212836,0.083303698924383,-0.03370142801151052,-0.12701005312038288,0.08329794413582386,0.03369924013641734,-0.09552626155903707,-0.0001957385318804195,0.9620361822486693,nan,nan,nan,nan,nan,nan
